koi,sig_tt_min,s_oc_min,pval,source
1923.01,17.02,14.37,-0.0,Holczer+2016_J/ApJS/225/9_table4
1925.01,5.04,9.95,-1.5,Holczer+2016_J/ApJS/225/9_table4
1928.01,8.81,6.70,-0.0,Holczer+2016_J/ApJS/225/9_table4
1929.01,26.18,27.11,-0.0,Holczer+2016_J/ApJS/225/9_table4
1929.02,37.42,55.26,-0.3,Holczer+2016_J/ApJS/225/9_table4
1930.01,16.99,10.23,-0.0,Holczer+2016_J/ApJS/225/9_table4
1930.02,20.14,22.68,-0.0,Holczer+2016_J/ApJS/225/9_table4
1930.03,16.22,14.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
1930.04,42.67,32.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
1931.01,26.64,29.16,-0.0,Holczer+2016_J/ApJS/225/9_table4
1931.02,43.18,29.15,-0.0,Holczer+2016_J/ApJS/225/9_table4
1931.03,48.01,42.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
1932.01,45.68,39.66,-0.0,Holczer+2016_J/ApJS/225/9_table4
1933.01,14.74,10.22,-0.0,Holczer+2016_J/ApJS/225/9_table4
1934.01,10.06,16.50,-0.8,Holczer+2016_J/ApJS/225/9_table4
1935.01,7.15,5.94,-0.0,Holczer+2016_J/ApJS/225/9_table4
1937.01,9.51,8.36,0.0,Holczer+2016_J/ApJS/225/9_table4
1938.01,6.23,5.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
1939.01,12.52,11.07,-0.0,Holczer+2016_J/ApJS/225/9_table4
1940.01,11.96,10.17,-0.0,Holczer+2016_J/ApJS/225/9_table4
1942.01,17.18,21.85,-0.0,Holczer+2016_J/ApJS/225/9_table4
1944.01,15.48,17.52,-0.0,Holczer+2016_J/ApJS/225/9_table4
1945.01,9.22,11.03,-0.1,Holczer+2016_J/ApJS/225/9_table4
1946.01,12.83,13.37,-0.0,Holczer+2016_J/ApJS/225/9_table4
1950.01,13.89,12.23,-0.0,Holczer+2016_J/ApJS/225/9_table4
1951.01,16.56,12.29,-0.0,Holczer+2016_J/ApJS/225/9_table4
1952.01,28.25,23.13,-0.0,Holczer+2016_J/ApJS/225/9_table4
1952.02,32.09,27.74,-0.0,Holczer+2016_J/ApJS/225/9_table4
1952.04,23.60,32.07,-0.2,Holczer+2016_J/ApJS/225/9_table4
1955.01,14.58,17.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
1955.02,20.75,31.40,-0.4,Holczer+2016_J/ApJS/225/9_table4
1955.04,19.28,20.25,-0.0,Holczer+2016_J/ApJS/225/9_table4
1958.01,13.02,14.04,-0.0,Holczer+2016_J/ApJS/225/9_table4
1959.01,7.68,4.84,-0.0,Holczer+2016_J/ApJS/225/9_table4
1960.01,27.79,23.43,-0.0,Holczer+2016_J/ApJS/225/9_table4
1960.02,28.58,18.69,-0.0,Holczer+2016_J/ApJS/225/9_table4
1961.01,23.90,19.97,0.0,Holczer+2016_J/ApJS/225/9_table4
1962.01,9.73,6.47,-0.0,Holczer+2016_J/ApJS/225/9_table4
1963.01,13.29,10.61,-0.0,Holczer+2016_J/ApJS/225/9_table4
1964.01,23.02,20.47,0.0,Holczer+2016_J/ApJS/225/9_table4
1967.01,22.56,18.91,0.0,Holczer+2016_J/ApJS/225/9_table4
1968.01,16.13,18.01,-0.0,Holczer+2016_J/ApJS/225/9_table4
1969.01,19.33,23.92,-0.0,Holczer+2016_J/ApJS/225/9_table4
1970.01,15.96,13.01,-0.0,Holczer+2016_J/ApJS/225/9_table4
1970.02,17.99,19.72,-0.1,Holczer+2016_J/ApJS/225/9_table4
1971.01,18.77,27.08,-0.2,Holczer+2016_J/ApJS/225/9_table4
1972.01,11.97,12.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
1973.01,20.22,20.69,-0.0,Holczer+2016_J/ApJS/225/9_table4
1974.01,7.55,6.56,-0.0,Holczer+2016_J/ApJS/225/9_table4
1975.01,23.41,21.85,-0.0,Holczer+2016_J/ApJS/225/9_table4
1976.01,16.54,14.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
1977.01,11.41,11.41,-0.0,Holczer+2016_J/ApJS/225/9_table4
1978.01,14.50,12.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
1978.02,11.98,9.29,-0.0,Holczer+2016_J/ApJS/225/9_table4
1979.01,19.89,14.80,0.0,Holczer+2016_J/ApJS/225/9_table4
1980.01,10.19,18.23,-0.9,Holczer+2016_J/ApJS/225/9_table4
1982.01,20.51,16.20,0.0,Holczer+2016_J/ApJS/225/9_table4
1984.01,13.60,16.80,-0.0,Holczer+2016_J/ApJS/225/9_table4
1985.01,8.12,8.05,-0.0,Holczer+2016_J/ApJS/225/9_table4
1986.01,8.66,9.64,-0.1,Holczer+2016_J/ApJS/225/9_table4
1990.01,20.91,25.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
1992.01,26.17,28.49,-0.0,Holczer+2016_J/ApJS/225/9_table4
1992.02,53.68,40.61,-0.0,Holczer+2016_J/ApJS/225/9_table4
1995.01,5.59,8.19,-0.3,Holczer+2016_J/ApJS/225/9_table4
1996.01,17.37,20.03,-0.0,Holczer+2016_J/ApJS/225/9_table4
1997.01,14.45,13.91,-0.0,Holczer+2016_J/ApJS/225/9_table4
1998.01,19.81,24.00,-0.0,Holczer+2016_J/ApJS/225/9_table4
2000.01,11.98,11.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
2001.01,21.02,23.26,-0.0,Holczer+2016_J/ApJS/225/9_table4
2002.01,14.88,15.68,-0.0,Holczer+2016_J/ApJS/225/9_table4
2004.01,19.32,13.29,-0.0,Holczer+2016_J/ApJS/225/9_table4
2005.01,24.17,23.16,-0.0,Holczer+2016_J/ApJS/225/9_table4
2006.01,20.65,19.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
2007.02,18.51,23.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
2009.01,11.66,5.31,-0.0,Holczer+2016_J/ApJS/225/9_table4
2010.01,11.65,12.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
2011.01,20.46,19.90,-0.0,Holczer+2016_J/ApJS/225/9_table4
2011.02,53.32,42.57,-0.0,Holczer+2016_J/ApJS/225/9_table4
2012.01,14.93,13.04,-0.0,Holczer+2016_J/ApJS/225/9_table4
2013.01,19.11,16.11,0.0,Holczer+2016_J/ApJS/225/9_table4
2016.01,22.08,20.69,-0.0,Holczer+2016_J/ApJS/225/9_table4
2017.01,24.06,17.49,0.0,Holczer+2016_J/ApJS/225/9_table4
2018.01,19.91,25.40,-0.1,Holczer+2016_J/ApJS/225/9_table4
2019.01,17.15,17.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
2020.01,16.02,19.47,-0.1,Holczer+2016_J/ApJS/225/9_table4
2021.01,23.57,19.56,0.0,Holczer+2016_J/ApJS/225/9_table4
2022.01,19.64,14.32,0.0,Holczer+2016_J/ApJS/225/9_table4
2022.02,17.92,22.39,-0.0,Holczer+2016_J/ApJS/225/9_table4
2023.01,21.71,20.36,-0.0,Holczer+2016_J/ApJS/225/9_table4
2024.01,24.61,21.70,-0.0,Holczer+2016_J/ApJS/225/9_table4
2025.01,14.29,11.04,-0.0,Holczer+2016_J/ApJS/225/9_table4
2025.02,15.08,22.11,-0.3,Holczer+2016_J/ApJS/225/9_table4
2026.01,20.80,17.95,0.0,Holczer+2016_J/ApJS/225/9_table4
2028.01,13.14,17.89,-0.2,Holczer+2016_J/ApJS/225/9_table4
2028.02,18.99,19.16,-0.0,Holczer+2016_J/ApJS/225/9_table4
2028.03,24.65,49.55,-1.1,Holczer+2016_J/ApJS/225/9_table4
2029.01,12.84,13.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
2029.02,30.40,27.19,-0.0,Holczer+2016_J/ApJS/225/9_table4
2031.01,18.16,15.79,-0.0,Holczer+2016_J/ApJS/225/9_table4
2032.01,17.79,8.28,0.0,Holczer+2016_J/ApJS/225/9_table4
2033.01,14.39,14.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
2034.01,10.60,10.99,-0.0,Holczer+2016_J/ApJS/225/9_table4
2035.01,7.63,6.06,0.0,Holczer+2016_J/ApJS/225/9_table4
2036.01,19.91,24.80,-0.0,Holczer+2016_J/ApJS/225/9_table4
2037.01,5.19,7.27,-0.2,Holczer+2016_J/ApJS/225/9_table4
2037.02,17.00,12.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
2037.03,12.83,21.49,-1.3,Holczer+2016_J/ApJS/225/9_table4
2038.01,24.75,40.80,-1.2,Holczer+2016_J/ApJS/225/9_table4
2038.02,25.59,50.97,-4.2,Holczer+2016_J/ApJS/225/9_table4
2039.01,24.54,22.23,-0.0,Holczer+2016_J/ApJS/225/9_table4
2040.01,11.02,8.97,-0.0,Holczer+2016_J/ApJS/225/9_table4
2042.01,15.63,20.44,-0.1,Holczer+2016_J/ApJS/225/9_table4
2043.01,11.79,10.65,-0.0,Holczer+2016_J/ApJS/225/9_table4
2044.01,14.78,18.89,-0.0,Holczer+2016_J/ApJS/225/9_table4
2045.01,19.66,23.58,-0.0,Holczer+2016_J/ApJS/225/9_table4
2045.02,31.82,45.03,-0.2,Holczer+2016_J/ApJS/225/9_table4
2046.01,18.53,24.95,-0.1,Holczer+2016_J/ApJS/225/9_table4
2047.01,32.56,34.56,-0.0,Holczer+2016_J/ApJS/225/9_table4
2048.01,20.28,17.58,-0.0,Holczer+2016_J/ApJS/225/9_table4
2051.01,20.35,21.17,-0.0,Holczer+2016_J/ApJS/225/9_table4
2052.01,16.68,12.08,0.0,Holczer+2016_J/ApJS/225/9_table4
2053.01,18.96,22.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
2053.02,31.06,27.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
2055.01,18.47,13.03,-0.0,Holczer+2016_J/ApJS/225/9_table4
2056.01,15.41,14.03,-0.0,Holczer+2016_J/ApJS/225/9_table4
2057.01,24.69,20.51,-0.0,Holczer+2016_J/ApJS/225/9_table4
2060.01,21.04,13.94,0.0,Holczer+2016_J/ApJS/225/9_table4
2061.01,24.25,117.87,-16.,Holczer+2016_J/ApJS/225/9_table4
2062.01,18.12,17.18,-0.0,Holczer+2016_J/ApJS/225/9_table4
2064.01,31.52,25.88,-0.0,Holczer+2016_J/ApJS/225/9_table4
2065.01,12.36,14.80,-0.1,Holczer+2016_J/ApJS/225/9_table4
2066.01,14.26,4.38,-0.0,Holczer+2016_J/ApJS/225/9_table4
2067.01,23.22,20.38,-0.0,Holczer+2016_J/ApJS/225/9_table4
2069.01,10.31,6.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
2073.01,22.14,24.07,-0.0,Holczer+2016_J/ApJS/225/9_table4
2073.03,22.48,13.92,-0.0,Holczer+2016_J/ApJS/225/9_table4
2074.01,16.51,24.25,-0.3,Holczer+2016_J/ApJS/225/9_table4
2076.01,15.78,28.79,-1.2,Holczer+2016_J/ApJS/225/9_table4
2078.01,14.06,10.47,-0.0,Holczer+2016_J/ApJS/225/9_table4
2078.02,7.34,12.86,-0.7,Holczer+2016_J/ApJS/225/9_table4
2080.01,18.23,3.91,-0.0,Holczer+2016_J/ApJS/225/9_table4
2080.02,12.32,11.89,-0.0,Holczer+2016_J/ApJS/225/9_table4
2081.01,46.51,57.97,-0.0,Holczer+2016_J/ApJS/225/9_table4
2082.01,14.50,14.70,-0.0,Holczer+2016_J/ApJS/225/9_table4
2083.01,13.38,12.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
2084.01,16.59,12.87,0.0,Holczer+2016_J/ApJS/225/9_table4
2086.02,33.51,35.05,-0.0,Holczer+2016_J/ApJS/225/9_table4
2087.01,18.52,15.28,-0.0,Holczer+2016_J/ApJS/225/9_table4
2090.01,13.71,12.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
2091.01,24.89,29.91,-0.0,Holczer+2016_J/ApJS/225/9_table4
2092.01,12.77,24.35,-1.5,Holczer+2016_J/ApJS/225/9_table4
2092.02,17.82,21.92,-0.0,Holczer+2016_J/ApJS/225/9_table4
2092.03,16.72,14.83,-0.0,Holczer+2016_J/ApJS/225/9_table4
2093.01,25.37,23.14,-0.0,Holczer+2016_J/ApJS/225/9_table4
2094.01,19.71,43.43,-3.6,Holczer+2016_J/ApJS/225/9_table4
2096.01,26.68,30.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
2097.01,15.59,27.24,-0.9,Holczer+2016_J/ApJS/225/9_table4
2098.01,15.72,26.85,-1.0,Holczer+2016_J/ApJS/225/9_table4
2098.02,20.91,17.09,-0.0,Holczer+2016_J/ApJS/225/9_table4
2099.01,23.57,18.22,-0.0,Holczer+2016_J/ApJS/225/9_table4
2104.01,20.59,15.93,0.0,Holczer+2016_J/ApJS/225/9_table4
2106.01,25.79,25.38,-0.0,Holczer+2016_J/ApJS/225/9_table4
2107.01,19.86,29.09,-0.3,Holczer+2016_J/ApJS/225/9_table4
2108.01,23.00,6.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
2109.01,14.68,21.83,-0.3,Holczer+2016_J/ApJS/225/9_table4
2111.02,19.03,17.70,-0.0,Holczer+2016_J/ApJS/225/9_table4
2113.01,16.83,11.05,-0.0,Holczer+2016_J/ApJS/225/9_table4
2113.02,19.88,12.51,-0.0,Holczer+2016_J/ApJS/225/9_table4
2114.01,23.89,18.59,0.0,Holczer+2016_J/ApJS/225/9_table4
2115.01,16.87,10.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
2117.01,24.49,19.23,-0.0,Holczer+2016_J/ApJS/225/9_table4
2120.01,21.61,19.34,-0.0,Holczer+2016_J/ApJS/225/9_table4
2122.01,19.42,19.26,-0.0,Holczer+2016_J/ApJS/225/9_table4
2123.01,15.21,16.32,-0.0,Holczer+2016_J/ApJS/225/9_table4
2124.01,20.52,23.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
2125.01,26.12,35.05,-0.1,Holczer+2016_J/ApJS/225/9_table4
2126.01,20.56,17.06,-0.0,Holczer+2016_J/ApJS/225/9_table4
2128.01,14.24,21.20,-0.3,Holczer+2016_J/ApJS/225/9_table4
2129.01,32.02,43.64,-0.1,Holczer+2016_J/ApJS/225/9_table4
2130.01,27.83,32.79,-0.0,Holczer+2016_J/ApJS/225/9_table4
2131.01,27.22,29.44,-0.0,Holczer+2016_J/ApJS/225/9_table4
2132.01,16.66,18.78,-0.1,Holczer+2016_J/ApJS/225/9_table4
2133.01,29.82,83.32,-16.,Holczer+2016_J/ApJS/225/9_table4
2134.01,13.73,10.85,-0.0,Holczer+2016_J/ApJS/225/9_table4
2135.01,16.81,15.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
2135.02,45.64,70.41,-0.5,Holczer+2016_J/ApJS/225/9_table4
2135.03,38.86,49.53,-0.0,Holczer+2016_J/ApJS/225/9_table4
2137.01,21.12,18.40,-0.0,Holczer+2016_J/ApJS/225/9_table4
2138.01,23.61,21.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
2140.01,18.14,16.01,-0.0,Holczer+2016_J/ApJS/225/9_table4
2144.01,23.84,14.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
2145.01,37.81,38.14,-0.0,Holczer+2016_J/ApJS/225/9_table4
2147.01,18.14,21.92,-0.0,Holczer+2016_J/ApJS/225/9_table4
2148.01,34.18,46.34,-0.1,Holczer+2016_J/ApJS/225/9_table4
2149.01,21.18,26.49,-0.0,Holczer+2016_J/ApJS/225/9_table4
2150.01,31.17,41.19,-0.1,Holczer+2016_J/ApJS/225/9_table4
2152.01,27.25,41.45,-0.4,Holczer+2016_J/ApJS/225/9_table4
2153.01,25.82,25.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
2153.02,44.30,31.70,-0.0,Holczer+2016_J/ApJS/225/9_table4
2154.01,30.87,43.54,-0.2,Holczer+2016_J/ApJS/225/9_table4
2159.01,32.35,28.26,-0.0,Holczer+2016_J/ApJS/225/9_table4
2160.01,35.14,38.27,-0.0,Holczer+2016_J/ApJS/225/9_table4
2162.01,18.14,13.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
2163.01,23.52,32.28,-0.1,Holczer+2016_J/ApJS/225/9_table4
2163.02,41.01,32.05,-0.0,Holczer+2016_J/ApJS/225/9_table4
2166.01,11.28,20.16,-0.9,Holczer+2016_J/ApJS/225/9_table4
2167.01,16.66,16.32,-0.0,Holczer+2016_J/ApJS/225/9_table4
2167.03,19.40,9.41,-0.0,Holczer+2016_J/ApJS/225/9_table4
2168.02,33.64,43.72,-0.0,Holczer+2016_J/ApJS/225/9_table4
2169.01,25.31,23.32,-0.0,Holczer+2016_J/ApJS/225/9_table4
2172.01,17.37,15.98,-0.0,Holczer+2016_J/ApJS/225/9_table4
2172.02,10.25,18.18,-0.7,Holczer+2016_J/ApJS/225/9_table4
2173.01,15.74,14.20,-0.0,Holczer+2016_J/ApJS/225/9_table4
2173.02,13.28,7.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
2174.02,21.62,29.70,-0.2,Holczer+2016_J/ApJS/225/9_table4
2175.01,22.29,10.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
2175.02,9.18,15.65,-0.7,Holczer+2016_J/ApJS/225/9_table4
2177.01,20.59,18.34,-0.0,Holczer+2016_J/ApJS/225/9_table4
2179.01,14.72,16.04,-0.0,Holczer+2016_J/ApJS/225/9_table4
2180.01,16.27,12.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
2181.01,30.55,23.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
2182.01,18.68,17.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
2183.01,26.13,28.89,-0.0,Holczer+2016_J/ApJS/225/9_table4
2185.01,21.66,7.59,-0.0,Holczer+2016_J/ApJS/225/9_table4
2186.01,13.62,18.22,-0.1,Holczer+2016_J/ApJS/225/9_table4
2189.01,7.81,9.22,-0.0,Holczer+2016_J/ApJS/225/9_table4
2191.01,16.70,18.89,-0.0,Holczer+2016_J/ApJS/225/9_table4
2194.01,21.83,25.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
2194.02,22.55,20.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
2195.01,28.73,37.82,-0.1,Holczer+2016_J/ApJS/225/9_table4
2195.02,45.46,91.05,-2.3,Holczer+2016_J/ApJS/225/9_table4
2198.01,22.80,22.57,-0.0,Holczer+2016_J/ApJS/225/9_table4
2199.01,25.93,34.02,-0.0,Holczer+2016_J/ApJS/225/9_table4
2201.01,14.09,16.13,-0.1,Holczer+2016_J/ApJS/225/9_table4
2204.01,29.47,27.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
2205.01,15.44,10.07,-0.0,Holczer+2016_J/ApJS/225/9_table4
2209.01,42.56,66.30,-0.5,Holczer+2016_J/ApJS/225/9_table4
2212.01,27.49,25.39,-0.0,Holczer+2016_J/ApJS/225/9_table4
2215.01,72.09,158.62,-4.9,Holczer+2016_J/ApJS/225/9_table4
2216.01,18.58,13.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
2217.01,21.94,35.18,-0.6,Holczer+2016_J/ApJS/225/9_table4
2221.01,50.30,45.06,-0.0,Holczer+2016_J/ApJS/225/9_table4
2226.01,16.26,12.38,-0.0,Holczer+2016_J/ApJS/225/9_table4
2227.01,19.32,15.38,-0.0,Holczer+2016_J/ApJS/225/9_table4
2228.01,41.08,137.21,-7.8,Holczer+2016_J/ApJS/225/9_table4
2229.01,32.21,76.07,-5.2,Holczer+2016_J/ApJS/225/9_table4
2232.01,11.03,16.51,-0.4,Holczer+2016_J/ApJS/225/9_table4
2236.01,28.14,28.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
2237.01,24.88,36.85,-0.3,Holczer+2016_J/ApJS/225/9_table4
2245.01,24.75,14.94,-0.0,Holczer+2016_J/ApJS/225/9_table4
2250.01,14.04,11.02,0.0,Holczer+2016_J/ApJS/225/9_table4
2252.01,34.74,35.04,-0.0,Holczer+2016_J/ApJS/225/9_table4
2253.01,22.67,17.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
2256.01,17.10,13.47,-0.0,Holczer+2016_J/ApJS/225/9_table4
2257.01,29.15,41.65,-0.2,Holczer+2016_J/ApJS/225/9_table4
2257.02,34.56,18.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
2259.01,25.05,22.46,-0.0,Holczer+2016_J/ApJS/225/9_table4
2263.01,26.49,17.31,-0.0,Holczer+2016_J/ApJS/225/9_table4
2263.02,44.52,52.50,-0.0,Holczer+2016_J/ApJS/225/9_table4
2264.01,19.69,25.02,-0.1,Holczer+2016_J/ApJS/225/9_table4
2271.01,20.92,7.60,-0.0,Holczer+2016_J/ApJS/225/9_table4
2274.01,19.76,17.84,-0.0,Holczer+2016_J/ApJS/225/9_table4
2276.01,18.66,17.20,0.0,Holczer+2016_J/ApJS/225/9_table4
2278.01,20.86,20.45,-0.0,Holczer+2016_J/ApJS/225/9_table4
2279.01,30.83,36.81,-0.0,Holczer+2016_J/ApJS/225/9_table4
2280.01,21.37,20.65,-0.0,Holczer+2016_J/ApJS/225/9_table4
2283.01,24.85,30.83,-0.0,Holczer+2016_J/ApJS/225/9_table4
2285.01,20.74,22.22,-0.0,Holczer+2016_J/ApJS/225/9_table4
2286.01,23.26,27.15,-0.0,Holczer+2016_J/ApJS/225/9_table4
2287.01,16.86,13.19,-0.0,Holczer+2016_J/ApJS/225/9_table4
2288.01,17.23,16.69,-0.0,Holczer+2016_J/ApJS/225/9_table4
2289.01,12.04,19.09,-0.5,Holczer+2016_J/ApJS/225/9_table4
2289.02,27.34,41.67,-0.4,Holczer+2016_J/ApJS/225/9_table4
2290.01,9.60,1.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
2291.01,25.40,53.63,-2.9,Holczer+2016_J/ApJS/225/9_table4
2293.01,25.11,26.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
2294.01,15.73,24.79,-0.5,Holczer+2016_J/ApJS/225/9_table4
2295.01,30.23,30.88,-0.0,Holczer+2016_J/ApJS/225/9_table4
2296.01,21.85,34.97,-0.5,Holczer+2016_J/ApJS/225/9_table4
2298.01,35.91,45.45,-0.0,Holczer+2016_J/ApJS/225/9_table4
2299.01,12.55,11.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
2302.01,42.79,44.50,-0.0,Holczer+2016_J/ApJS/225/9_table4
2303.01,31.30,40.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
2305.01,27.90,27.59,-0.0,Holczer+2016_J/ApJS/225/9_table4
2308.01,41.46,42.72,-0.0,Holczer+2016_J/ApJS/225/9_table4
2309.01,21.34,24.18,-0.0,Holczer+2016_J/ApJS/225/9_table4
2310.01,13.58,21.44,-0.7,Holczer+2016_J/ApJS/225/9_table4
2313.01,22.35,24.62,-0.0,Holczer+2016_J/ApJS/225/9_table4
2314.01,15.08,13.50,-0.0,Holczer+2016_J/ApJS/225/9_table4
2315.01,27.21,25.56,-0.0,Holczer+2016_J/ApJS/225/9_table4
2316.01,27.17,34.60,-0.0,Holczer+2016_J/ApJS/225/9_table4
2318.01,24.18,21.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
2319.01,20.81,13.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
2321.01,17.69,18.96,-0.0,Holczer+2016_J/ApJS/225/9_table4
2328.01,26.34,25.88,-0.0,Holczer+2016_J/ApJS/225/9_table4
2335.01,31.44,17.53,-0.0,Holczer+2016_J/ApJS/225/9_table4
2338.01,13.83,9.03,-0.0,Holczer+2016_J/ApJS/225/9_table4
2342.01,41.11,31.24,-0.0,Holczer+2016_J/ApJS/225/9_table4
2343.01,20.43,19.97,-0.0,Holczer+2016_J/ApJS/225/9_table4
2345.01,28.18,37.99,-0.1,Holczer+2016_J/ApJS/225/9_table4
2346.01,21.56,34.88,-0.7,Holczer+2016_J/ApJS/225/9_table4
2348.01,21.74,36.51,-0.7,Holczer+2016_J/ApJS/225/9_table4
2352.01,26.91,27.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
2352.02,30.45,36.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
2358.01,18.13,25.12,-0.2,Holczer+2016_J/ApJS/225/9_table4
2365.01,20.01,12.17,-0.0,Holczer+2016_J/ApJS/225/9_table4
2366.01,19.23,26.67,-0.2,Holczer+2016_J/ApJS/225/9_table4
2369.01,35.21,29.97,-0.0,Holczer+2016_J/ApJS/225/9_table4
2370.01,14.87,13.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
2371.01,32.44,29.31,-0.0,Holczer+2016_J/ApJS/225/9_table4
2373.01,14.05,10.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
2376.01,19.40,12.19,-0.0,Holczer+2016_J/ApJS/225/9_table4
2379.01,22.15,19.02,-0.0,Holczer+2016_J/ApJS/225/9_table4
2386.01,25.39,55.12,-4.9,Holczer+2016_J/ApJS/225/9_table4
2389.01,40.41,45.00,-0.0,Holczer+2016_J/ApJS/225/9_table4
2390.01,27.66,32.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
2397.01,29.37,47.92,-0.9,Holczer+2016_J/ApJS/225/9_table4
2400.01,25.00,18.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
2401.01,16.81,24.23,-0.3,Holczer+2016_J/ApJS/225/9_table4
2402.01,27.54,35.07,-0.0,Holczer+2016_J/ApJS/225/9_table4
2403.01,37.78,36.91,-0.0,Holczer+2016_J/ApJS/225/9_table4
2407.01,35.45,38.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
2408.01,13.84,12.12,-0.0,Holczer+2016_J/ApJS/225/9_table4
2413.01,30.26,33.27,-0.0,Holczer+2016_J/ApJS/225/9_table4
2414.01,43.44,57.71,-0.1,Holczer+2016_J/ApJS/225/9_table4
2414.02,34.01,42.89,-0.1,Holczer+2016_J/ApJS/225/9_table4
2417.01,17.37,23.91,-0.2,Holczer+2016_J/ApJS/225/9_table4
2418.01,16.08,31.74,-1.4,Holczer+2016_J/ApJS/225/9_table4
2419.01,29.12,23.22,-0.0,Holczer+2016_J/ApJS/225/9_table4
2422.01,31.73,32.61,-0.0,Holczer+2016_J/ApJS/225/9_table4
2423.01,20.37,17.25,-0.0,Holczer+2016_J/ApJS/225/9_table4
2432.01,29.49,28.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
2433.01,30.20,56.39,-2.1,Holczer+2016_J/ApJS/225/9_table4
2433.02,36.65,40.08,-0.0,Holczer+2016_J/ApJS/225/9_table4
2433.03,33.03,13.60,-0.0,Holczer+2016_J/ApJS/225/9_table4
2433.04,36.51,41.92,-0.0,Holczer+2016_J/ApJS/225/9_table4
2436.01,18.29,16.66,-0.0,Holczer+2016_J/ApJS/225/9_table4
2442.01,34.03,29.51,-0.0,Holczer+2016_J/ApJS/225/9_table4
2444.01,24.43,32.02,-0.1,Holczer+2016_J/ApJS/225/9_table4
2445.01,22.07,61.54,-6.0,Holczer+2016_J/ApJS/225/9_table4
2448.01,15.52,14.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
2449.01,12.29,13.97,-0.0,Holczer+2016_J/ApJS/225/9_table4
2450.01,32.35,26.37,-0.0,Holczer+2016_J/ApJS/225/9_table4
2451.01,25.07,22.02,-0.0,Holczer+2016_J/ApJS/225/9_table4
2461.01,22.35,18.32,-0.0,Holczer+2016_J/ApJS/225/9_table4
2462.01,37.81,55.24,-0.3,Holczer+2016_J/ApJS/225/9_table4
2468.01,60.07,55.79,-0.0,Holczer+2016_J/ApJS/225/9_table4
2469.01,15.64,30.74,-1.2,Holczer+2016_J/ApJS/225/9_table4
2471.01,46.61,42.51,-0.0,Holczer+2016_J/ApJS/225/9_table4
