koi,sig_tt_min,s_oc_min,pval,source
802.01,0.75,1.00,-0.1,Holczer+2016_J/ApJS/225/9_table4
804.01,13.29,13.74,-0.0,Holczer+2016_J/ApJS/225/9_table4
805.01,1.31,1.25,-0.0,Holczer+2016_J/ApJS/225/9_table4
806.01,2.19,80.56,-16.,Holczer+2016_J/ApJS/225/9_table4
806.02,0.94,19.61,-16.,Holczer+2016_J/ApJS/225/9_table4
806.03,11.16,1152.26,-16.,Holczer+2016_J/ApJS/225/9_table4
809.01,1.02,1.00,0.0,Holczer+2016_J/ApJS/225/9_table4
810.01,11.40,10.10,0.0,Holczer+2016_J/ApJS/225/9_table4
811.01,6.81,5.41,-0.0,Holczer+2016_J/ApJS/225/9_table4
812.01,12.72,10.90,0.0,Holczer+2016_J/ApJS/225/9_table4
812.02,17.33,10.60,-0.0,Holczer+2016_J/ApJS/225/9_table4
812.03,16.90,25.92,-0.4,Holczer+2016_J/ApJS/225/9_table4
813.01,2.01,2.12,-0.0,Holczer+2016_J/ApJS/225/9_table4
814.01,20.94,14.32,-0.0,Holczer+2016_J/ApJS/225/9_table4
815.01,3.78,5.71,-0.4,Holczer+2016_J/ApJS/225/9_table4
816.01,6.69,7.60,-0.0,Holczer+2016_J/ApJS/225/9_table4
817.01,16.39,12.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
818.01,10.48,9.82,-0.0,Holczer+2016_J/ApJS/225/9_table4
821.01,15.08,10.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
824.01,2.22,6.68,-16.,Holczer+2016_J/ApJS/225/9_table4
825.01,17.11,16.47,-0.0,Holczer+2016_J/ApJS/225/9_table4
826.01,10.56,12.12,-0.0,Holczer+2016_J/ApJS/225/9_table4
829.01,16.35,16.02,-0.0,Holczer+2016_J/ApJS/225/9_table4
829.02,31.89,33.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
829.03,12.98,25.27,-2.1,Holczer+2016_J/ApJS/225/9_table4
830.01,0.43,0.45,0.0,Holczer+2016_J/ApJS/225/9_table4
833.01,5.47,5.83,-0.0,Holczer+2016_J/ApJS/225/9_table4
834.01,3.47,5.37,-0.5,Holczer+2016_J/ApJS/225/9_table4
834.02,30.47,28.71,-0.0,Holczer+2016_J/ApJS/225/9_table4
834.03,41.62,42.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
834.05,36.24,15.52,-0.0,Holczer+2016_J/ApJS/225/9_table4
835.01,10.14,8.93,-0.0,Holczer+2016_J/ApJS/225/9_table4
835.02,14.37,10.92,-0.0,Holczer+2016_J/ApJS/225/9_table4
837.01,17.44,17.47,-0.0,Holczer+2016_J/ApJS/225/9_table4
841.01,5.75,13.04,-10.3,Holczer+2016_J/ApJS/225/9_table4
841.02,3.62,12.45,-16.,Holczer+2016_J/ApJS/225/9_table4
841.03,20.85,25.47,-0.0,Holczer+2016_J/ApJS/225/9_table4
842.01,13.99,10.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
842.02,8.91,8.32,-0.0,Holczer+2016_J/ApJS/225/9_table4
843.01,3.77,4.08,-0.0,Holczer+2016_J/ApJS/225/9_table4
844.01,8.16,8.29,-0.0,Holczer+2016_J/ApJS/225/9_table4
845.01,11.98,10.71,-0.0,Holczer+2016_J/ApJS/225/9_table4
846.01,0.71,0.71,-0.0,Holczer+2016_J/ApJS/225/9_table4
847.01,4.02,2.08,-0.0,Holczer+2016_J/ApJS/225/9_table4
849.01,14.59,12.44,-0.0,Holczer+2016_J/ApJS/225/9_table4
850.01,0.98,1.44,-0.2,Holczer+2016_J/ApJS/225/9_table4
851.01,3.40,3.31,0.0,Holczer+2016_J/ApJS/225/9_table4
852.01,27.05,26.57,-0.0,Holczer+2016_J/ApJS/225/9_table4
853.01,13.00,11.04,-0.0,Holczer+2016_J/ApJS/225/9_table4
853.02,20.81,18.13,-0.0,Holczer+2016_J/ApJS/225/9_table4
854.01,10.99,8.19,-0.0,Holczer+2016_J/ApJS/225/9_table4
855.01,0.49,0.39,-0.0,Holczer+2016_J/ApJS/225/9_table4
856.01,1.31,1.08,-0.0,Holczer+2016_J/ApJS/225/9_table4
857.01,10.67,9.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
857.02,21.78,13.36,-0.0,Holczer+2016_J/ApJS/225/9_table4
858.01,2.03,1.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
863.01,15.08,12.64,0.0,Holczer+2016_J/ApJS/225/9_table4
864.01,11.21,9.99,0.0,Holczer+2016_J/ApJS/225/9_table4
864.02,19.60,21.89,-0.0,Holczer+2016_J/ApJS/225/9_table4
864.03,22.55,21.88,-0.0,Holczer+2016_J/ApJS/225/9_table4
867.01,9.04,9.62,-0.0,Holczer+2016_J/ApJS/225/9_table4
869.01,13.43,10.62,0.0,Holczer+2016_J/ApJS/225/9_table4
869.02,13.33,47.47,-16.,Holczer+2016_J/ApJS/225/9_table4
869.03,18.20,15.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
870.01,9.16,10.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
870.02,11.79,16.80,-0.1,Holczer+2016_J/ApJS/225/9_table4
871.01,0.28,0.40,-0.2,Holczer+2016_J/ApJS/225/9_table4
872.01,1.82,40.23,-16.,Holczer+2016_J/ApJS/225/9_table4
873.01,22.75,21.14,-0.0,Holczer+2016_J/ApJS/225/9_table4
874.01,11.32,10.67,0.0,Holczer+2016_J/ApJS/225/9_table4
874.02,33.72,41.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
875.01,6.45,5.33,0.0,Holczer+2016_J/ApJS/225/9_table4
877.01,6.62,6.88,-0.0,Holczer+2016_J/ApJS/225/9_table4
877.02,8.59,12.55,-0.3,Holczer+2016_J/ApJS/225/9_table4
877.03,27.98,21.86,-0.0,Holczer+2016_J/ApJS/225/9_table4
878.01,13.08,14.57,-0.0,Holczer+2016_J/ApJS/225/9_table4
880.01,7.12,20.15,-16.0,Holczer+2016_J/ApJS/225/9_table4
880.02,3.02,62.69,-16.,Holczer+2016_J/ApJS/225/9_table4
880.03,15.01,14.32,-0.0,Holczer+2016_J/ApJS/225/9_table4
881.01,9.67,9.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
883.01,0.40,0.67,-4.4,Holczer+2016_J/ApJS/225/9_table4
884.01,3.32,3.85,-0.0,Holczer+2016_J/ApJS/225/9_table4
884.02,3.57,133.42,-16.,Holczer+2016_J/ApJS/225/9_table4
884.03,24.39,26.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
886.01,12.53,53.04,-16.,Holczer+2016_J/ApJS/225/9_table4
886.02,19.90,100.60,-16.,Holczer+2016_J/ApJS/225/9_table4
886.03,33.87,24.18,-0.0,Holczer+2016_J/ApJS/225/9_table4
887.01,14.07,12.01,-0.0,Holczer+2016_J/ApJS/225/9_table4
889.01,0.99,1.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
890.01,2.00,2.07,-0.0,Holczer+2016_J/ApJS/225/9_table4
891.01,13.99,12.83,-0.0,Holczer+2016_J/ApJS/225/9_table4
892.01,9.80,10.57,-0.0,Holczer+2016_J/ApJS/225/9_table4
893.01,26.76,31.53,-0.0,Holczer+2016_J/ApJS/225/9_table4
895.01,0.96,1.38,-0.1,Holczer+2016_J/ApJS/225/9_table4
896.01,5.39,6.12,-0.0,Holczer+2016_J/ApJS/225/9_table4
896.02,8.58,9.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
897.01,0.90,0.98,0.0,Holczer+2016_J/ApJS/225/9_table4
898.01,9.70,10.60,-0.0,Holczer+2016_J/ApJS/225/9_table4
898.02,17.37,15.92,-0.0,Holczer+2016_J/ApJS/225/9_table4
898.03,15.00,18.37,-0.0,Holczer+2016_J/ApJS/225/9_table4
899.01,15.04,14.47,-0.0,Holczer+2016_J/ApJS/225/9_table4
899.02,21.78,13.97,0.0,Holczer+2016_J/ApJS/225/9_table4
899.03,14.22,15.36,-0.0,Holczer+2016_J/ApJS/225/9_table4
900.01,11.32,8.62,-0.0,Holczer+2016_J/ApJS/225/9_table4
901.01,2.02,1.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
902.01,2.30,65.19,-16.,Holczer+2016_J/ApJS/225/9_table4
904.02,11.54,182.44,-16.,Holczer+2016_J/ApJS/225/9_table4
904.03,17.13,183.06,-16.,Holczer+2016_J/ApJS/225/9_table4
906.01,16.09,11.56,0.0,Holczer+2016_J/ApJS/225/9_table4
906.02,18.55,18.42,-0.0,Holczer+2016_J/ApJS/225/9_table4
907.01,11.68,11.79,-0.0,Holczer+2016_J/ApJS/225/9_table4
907.02,12.08,9.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
907.04,13.22,9.91,-0.0,Holczer+2016_J/ApJS/225/9_table4
908.01,1.47,1.61,-0.0,Holczer+2016_J/ApJS/225/9_table4
910.01,11.02,9.71,0.0,Holczer+2016_J/ApJS/225/9_table4
911.01,22.94,22.18,-0.0,Holczer+2016_J/ApJS/225/9_table4
911.02,33.57,14.11,-0.0,Holczer+2016_J/ApJS/225/9_table4
912.01,5.74,5.93,-0.0,Holczer+2016_J/ApJS/225/9_table4
912.02,28.54,25.53,-0.0,Holczer+2016_J/ApJS/225/9_table4
914.01,22.72,25.82,-0.0,Holczer+2016_J/ApJS/225/9_table4
916.01,6.09,5.67,0.0,Holczer+2016_J/ApJS/225/9_table4
918.01,0.75,6.54,-16.,Holczer+2016_J/ApJS/225/9_table4
920.01,9.56,8.80,-0.0,Holczer+2016_J/ApJS/225/9_table4
921.01,13.56,12.47,-0.0,Holczer+2016_J/ApJS/225/9_table4
921.02,8.73,10.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
922.01,16.43,19.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
923.01,11.51,8.92,0.0,Holczer+2016_J/ApJS/225/9_table4
924.01,13.48,8.24,-0.0,Holczer+2016_J/ApJS/225/9_table4
926.01,8.89,8.59,0.0,Holczer+2016_J/ApJS/225/9_table4
928.01,13.76,32.75,-16.,Holczer+2016_J/ApJS/225/9_table4
929.01,1.90,2.44,-0.0,Holczer+2016_J/ApJS/225/9_table4
931.01,0.71,0.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
934.01,10.37,8.46,0.0,Holczer+2016_J/ApJS/225/9_table4
934.02,33.20,29.66,-0.0,Holczer+2016_J/ApJS/225/9_table4
934.03,21.02,31.69,-0.4,Holczer+2016_J/ApJS/225/9_table4
935.01,5.60,17.34,-16.,Holczer+2016_J/ApJS/225/9_table4
935.02,6.83,17.00,-5.7,Holczer+2016_J/ApJS/225/9_table4
935.03,13.70,15.00,-0.1,Holczer+2016_J/ApJS/225/9_table4
936.01,4.96,5.12,-0.0,Holczer+2016_J/ApJS/225/9_table4
936.02,13.86,10.93,0.0,Holczer+2016_J/ApJS/225/9_table4
937.01,12.83,15.37,-0.0,Holczer+2016_J/ApJS/225/9_table4
938.01,13.05,14.19,-0.0,Holczer+2016_J/ApJS/225/9_table4
939.04,27.30,29.46,-0.0,Holczer+2016_J/ApJS/225/9_table4
940.01,3.30,3.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
941.01,5.89,6.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
941.02,18.82,12.69,0.0,Holczer+2016_J/ApJS/225/9_table4
941.03,5.64,5.27,-0.0,Holczer+2016_J/ApJS/225/9_table4
942.01,8.97,6.50,-0.0,Holczer+2016_J/ApJS/225/9_table4
943.01,17.67,14.32,0.0,Holczer+2016_J/ApJS/225/9_table4
945.01,26.87,17.39,-0.0,Holczer+2016_J/ApJS/225/9_table4
945.02,18.88,12.90,-0.0,Holczer+2016_J/ApJS/225/9_table4
947.01,8.06,8.16,-0.0,Holczer+2016_J/ApJS/225/9_table4
948.01,17.74,11.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
949.01,10.89,9.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
951.01,4.58,5.17,-0.0,Holczer+2016_J/ApJS/225/9_table4
951.02,12.03,10.45,-0.0,Holczer+2016_J/ApJS/225/9_table4
952.01,10.93,12.43,-0.0,Holczer+2016_J/ApJS/225/9_table4
952.02,13.57,17.82,-0.0,Holczer+2016_J/ApJS/225/9_table4
952.03,7.99,7.67,-0.0,Holczer+2016_J/ApJS/225/9_table4
953.01,6.56,6.33,0.0,Holczer+2016_J/ApJS/225/9_table4
954.01,12.38,11.29,-0.0,Holczer+2016_J/ApJS/225/9_table4
954.02,13.40,19.78,-0.3,Holczer+2016_J/ApJS/225/9_table4
955.01,17.84,14.68,0.0,Holczer+2016_J/ApJS/225/9_table4
956.01,5.25,5.56,-0.0,Holczer+2016_J/ApJS/225/9_table4
972.01,20.46,21.86,-0.0,Holczer+2016_J/ApJS/225/9_table4
974.01,8.07,5.16,-0.0,Holczer+2016_J/ApJS/225/9_table4
975.01,17.72,14.64,0.0,Holczer+2016_J/ApJS/225/9_table4
984.01,1.99,103.99,-16.,Holczer+2016_J/ApJS/225/9_table4
986.01,13.06,13.11,-0.0,Holczer+2016_J/ApJS/225/9_table4
986.02,30.61,80.51,-3.8,Holczer+2016_J/ApJS/225/9_table4
987.01,10.33,8.00,0.0,Holczer+2016_J/ApJS/225/9_table4
988.01,7.45,7.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
988.02,8.60,7.41,-0.0,Holczer+2016_J/ApJS/225/9_table4
991.01,14.27,13.91,-0.0,Holczer+2016_J/ApJS/225/9_table4
992.01,39.86,45.39,-0.0,Holczer+2016_J/ApJS/225/9_table4
993.01,24.43,24.79,-0.0,Holczer+2016_J/ApJS/225/9_table4
993.02,51.29,30.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
998.01,0.34,0.41,-0.1,Holczer+2016_J/ApJS/225/9_table4
999.01,17.48,15.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
999.02,22.82,24.09,-0.0,Holczer+2016_J/ApJS/225/9_table4
1001.01,25.31,25.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
1001.02,27.95,20.47,-0.0,Holczer+2016_J/ApJS/225/9_table4
1005.01,4.56,3.30,-0.0,Holczer+2016_J/ApJS/225/9_table4
1014.01,15.70,10.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
1015.01,12.82,12.65,-0.0,Holczer+2016_J/ApJS/225/9_table4
1017.01,12.29,10.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
1022.01,23.39,22.00,-0.0,Holczer+2016_J/ApJS/225/9_table4
1024.01,13.09,11.46,-0.0,Holczer+2016_J/ApJS/225/9_table4
1029.01,17.79,20.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
1050.01,16.65,14.65,0.0,Holczer+2016_J/ApJS/225/9_table4
1050.02,23.87,18.38,0.0,Holczer+2016_J/ApJS/225/9_table4
1051.01,32.72,26.44,-0.0,Holczer+2016_J/ApJS/225/9_table4
1052.01,23.46,18.36,-0.0,Holczer+2016_J/ApJS/225/9_table4
1052.03,21.20,32.70,-0.4,Holczer+2016_J/ApJS/225/9_table4
1052.04,19.80,14.91,-0.0,Holczer+2016_J/ApJS/225/9_table4
1060.01,28.55,41.10,-0.2,Holczer+2016_J/ApJS/225/9_table4
1060.03,35.13,37.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
1061.01,27.35,51.41,-1.7,Holczer+2016_J/ApJS/225/9_table4
1066.01,1.27,1.36,-0.0,Holczer+2016_J/ApJS/225/9_table4
1067.01,0.22,0.16,-0.0,Holczer+2016_J/ApJS/225/9_table4
1069.01,8.87,10.56,-0.0,Holczer+2016_J/ApJS/225/9_table4
1070.01,25.01,28.23,-0.0,Holczer+2016_J/ApJS/225/9_table4
1070.02,12.73,38.91,-5.2,Holczer+2016_J/ApJS/225/9_table4
1072.01,18.68,18.84,-0.0,Holczer+2016_J/ApJS/225/9_table4
1074.01,1.04,1.32,-0.0,Holczer+2016_J/ApJS/225/9_table4
1078.01,15.59,13.84,0.0,Holczer+2016_J/ApJS/225/9_table4
1078.02,10.58,8.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
1078.03,10.12,9.02,-0.0,Holczer+2016_J/ApJS/225/9_table4
1081.01,19.07,68.30,-16.,Holczer+2016_J/ApJS/225/9_table4
1086.01,16.75,13.61,-0.0,Holczer+2016_J/ApJS/225/9_table4
1089.01,1.81,2.52,-0.2,Holczer+2016_J/ApJS/225/9_table4
1089.02,5.01,4.64,-0.0,Holczer+2016_J/ApJS/225/9_table4
1094.01,26.04,25.59,-0.0,Holczer+2016_J/ApJS/225/9_table4
1095.01,2.43,2.53,-0.0,Holczer+2016_J/ApJS/225/9_table4
1099.01,3.07,2.61,-0.0,Holczer+2016_J/ApJS/225/9_table4
1101.02,20.35,21.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
1102.01,30.89,65.31,-6.5,Holczer+2016_J/ApJS/225/9_table4
1102.02,24.60,37.41,-0.5,Holczer+2016_J/ApJS/225/9_table4
1102.03,22.74,25.25,-0.0,Holczer+2016_J/ApJS/225/9_table4
1103.01,6.81,65.41,-16.,Holczer+2016_J/ApJS/225/9_table4
1106.01,24.25,25.89,-0.0,Holczer+2016_J/ApJS/225/9_table4
1108.01,12.99,11.79,-0.0,Holczer+2016_J/ApJS/225/9_table4
1112.01,22.54,15.42,-0.0,Holczer+2016_J/ApJS/225/9_table4
1113.01,13.23,11.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
1113.02,12.41,16.35,-0.2,Holczer+2016_J/ApJS/225/9_table4
1115.01,23.71,23.25,-0.0,Holczer+2016_J/ApJS/225/9_table4
1116.01,22.16,19.86,-0.0,Holczer+2016_J/ApJS/225/9_table4
1117.01,26.65,30.11,-0.0,Holczer+2016_J/ApJS/225/9_table4
1127.01,25.46,29.29,-0.0,Holczer+2016_J/ApJS/225/9_table4
1128.01,19.96,16.01,0.0,Holczer+2016_J/ApJS/225/9_table4
1145.01,13.26,312.34,-16.,Holczer+2016_J/ApJS/225/9_table4
1148.01,30.74,38.63,-0.0,Holczer+2016_J/ApJS/225/9_table4
1148.02,50.59,55.46,-0.0,Holczer+2016_J/ApJS/225/9_table4
1151.01,18.26,15.43,-0.0,Holczer+2016_J/ApJS/225/9_table4
1151.02,44.04,34.11,-0.0,Holczer+2016_J/ApJS/225/9_table4
1159.01,6.09,6.51,-0.0,Holczer+2016_J/ApJS/225/9_table4
1160.01,16.36,18.11,-0.0,Holczer+2016_J/ApJS/225/9_table4
1161.01,26.97,23.08,-0.0,Holczer+2016_J/ApJS/225/9_table4
1161.02,25.53,23.07,-0.0,Holczer+2016_J/ApJS/225/9_table4
1162.01,3.81,18.55,-12.9,Holczer+2016_J/ApJS/225/9_table4
1163.02,25.98,30.25,-0.0,Holczer+2016_J/ApJS/225/9_table4
1165.01,9.96,9.54,-0.0,Holczer+2016_J/ApJS/225/9_table4
1169.01,19.80,15.96,0.0,Holczer+2016_J/ApJS/225/9_table4
1170.01,12.81,11.05,-0.0,Holczer+2016_J/ApJS/225/9_table4
1175.01,35.76,40.24,-0.0,Holczer+2016_J/ApJS/225/9_table4
1175.02,47.27,100.92,-3.9,Holczer+2016_J/ApJS/225/9_table4
1176.01,0.63,0.72,-0.0,Holczer+2016_J/ApJS/225/9_table4
1191.01,17.54,21.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
1193.01,2.40,1.68,-0.0,Holczer+2016_J/ApJS/225/9_table4
1194.01,18.99,14.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
1194.02,36.87,31.14,-0.0,Holczer+2016_J/ApJS/225/9_table4
1196.03,30.13,67.46,-3.6,Holczer+2016_J/ApJS/225/9_table4
1198.01,29.12,34.59,-0.0,Holczer+2016_J/ApJS/225/9_table4
1198.03,29.59,66.19,-3.7,Holczer+2016_J/ApJS/225/9_table4
1199.01,15.88,13.73,-0.0,Holczer+2016_J/ApJS/225/9_table4
1203.01,19.31,34.18,-1.1,Holczer+2016_J/ApJS/225/9_table4
1203.02,31.93,29.37,-0.0,Holczer+2016_J/ApJS/225/9_table4
1203.03,26.92,54.99,-1.7,Holczer+2016_J/ApJS/225/9_table4
1204.01,44.11,82.19,-3.6,Holczer+2016_J/ApJS/225/9_table4
1205.01,23.16,15.87,-0.0,Holczer+2016_J/ApJS/225/9_table4
1207.01,17.24,14.52,-0.0,Holczer+2016_J/ApJS/225/9_table4
1210.01,28.25,37.28,-0.1,Holczer+2016_J/ApJS/225/9_table4
1215.01,23.83,26.86,-0.0,Holczer+2016_J/ApJS/225/9_table4
1215.02,23.42,27.07,-0.0,Holczer+2016_J/ApJS/225/9_table4
1216.01,23.07,21.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
1218.01,16.41,14.96,-0.0,Holczer+2016_J/ApJS/225/9_table4
1221.01,30.95,29.81,-0.0,Holczer+2016_J/ApJS/225/9_table4
1221.02,61.54,137.14,-3.1,Holczer+2016_J/ApJS/225/9_table4
1226.01,0.26,0.46,-0.8,Holczer+2016_J/ApJS/225/9_table4
1230.01,1.66,2.43,-0.3,Holczer+2016_J/ApJS/225/9_table4
1236.01,9.06,73.64,-16.,Holczer+2016_J/ApJS/225/9_table4
1236.02,18.08,33.32,-2.8,Holczer+2016_J/ApJS/225/9_table4
1236.03,9.97,183.24,-16.,Holczer+2016_J/ApJS/225/9_table4
1238.01,16.32,13.68,-0.0,Holczer+2016_J/ApJS/225/9_table4
1240.01,26.72,21.81,0.0,Holczer+2016_J/ApJS/225/9_table4
1240.02,15.46,11.86,0.0,Holczer+2016_J/ApJS/225/9_table4
1241.01,25.49,48.76,-2.4,Holczer+2016_J/ApJS/225/9_table4
1241.02,69.95,154.44,-9.3,Holczer+2016_J/ApJS/225/9_table4
1242.01,1.99,3.19,-0.5,Holczer+2016_J/ApJS/225/9_table4
1245.01,20.90,17.71,-0.0,Holczer+2016_J/ApJS/225/9_table4
1246.01,20.44,16.81,-0.0,Holczer+2016_J/ApJS/225/9_table4
1257.01,1.18,1.15,-0.0,Holczer+2016_J/ApJS/225/9_table4
1258.01,7.33,19.19,-9.2,Holczer+2016_J/ApJS/225/9_table4
1258.02,29.51,35.37,-0.0,Holczer+2016_J/ApJS/225/9_table4
1258.03,9.75,11.85,-0.2,Holczer+2016_J/ApJS/225/9_table4
1261.01,2.89,3.17,-0.1,Holczer+2016_J/ApJS/225/9_table4
1261.02,29.49,26.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
1264.01,15.56,19.78,-0.0,Holczer+2016_J/ApJS/225/9_table4
1266.01,12.68,10.59,-0.0,Holczer+2016_J/ApJS/225/9_table4
1270.01,9.16,9.18,-0.0,Holczer+2016_J/ApJS/225/9_table4
1270.02,14.77,27.09,-2.9,Holczer+2016_J/ApJS/225/9_table4
1271.01,1.22,95.76,-16.,Holczer+2016_J/ApJS/225/9_table4
1273.01,8.40,10.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
1275.01,5.01,4.57,-0.0,Holczer+2016_J/ApJS/225/9_table4
1276.01,12.73,16.41,-0.0,Holczer+2016_J/ApJS/225/9_table4
1278.01,18.08,22.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
1278.02,13.71,18.01,-0.1,Holczer+2016_J/ApJS/225/9_table4
1279.01,13.99,12.80,-0.0,Holczer+2016_J/ApJS/225/9_table4
1281.01,11.67,15.74,-0.2,Holczer+2016_J/ApJS/225/9_table4
1282.01,12.03,13.39,-0.0,Holczer+2016_J/ApJS/225/9_table4
1283.01,30.16,52.27,-2.3,Holczer+2016_J/ApJS/225/9_table4
1288.01,1.42,1.70,-0.1,Holczer+2016_J/ApJS/225/9_table4
1298.01,13.39,12.23,-0.0,Holczer+2016_J/ApJS/225/9_table4
1298.02,22.56,26.57,-0.1,Holczer+2016_J/ApJS/225/9_table4
1299.01,8.52,11.15,-0.1,Holczer+2016_J/ApJS/225/9_table4
1300.01,13.48,10.36,0.0,Holczer+2016_J/ApJS/225/9_table4
1301.01,21.32,19.35,-0.0,Holczer+2016_J/ApJS/225/9_table4
1301.02,18.85,26.19,-0.2,Holczer+2016_J/ApJS/225/9_table4
1302.01,10.32,21.15,-2.3,Holczer+2016_J/ApJS/225/9_table4
1303.01,27.23,23.46,-0.0,Holczer+2016_J/ApJS/225/9_table4
1306.04,41.08,20.17,-0.0,Holczer+2016_J/ApJS/225/9_table4
1307.01,10.08,11.41,-0.0,Holczer+2016_J/ApJS/225/9_table4
1307.02,15.09,12.69,-0.0,Holczer+2016_J/ApJS/225/9_table4
1308.01,13.58,10.77,-0.0,Holczer+2016_J/ApJS/225/9_table4
1309.01,17.60,16.90,-0.0,Holczer+2016_J/ApJS/225/9_table4
1310.01,16.49,15.10,-0.0,Holczer+2016_J/ApJS/225/9_table4
1311.01,7.46,2.00,-0.0,Holczer+2016_J/ApJS/225/9_table4
1314.01,40.12,76.59,-4.2,Holczer+2016_J/ApJS/225/9_table4
1315.01,20.33,17.94,-0.0,Holczer+2016_J/ApJS/225/9_table4
1316.01,44.96,53.03,-0.0,Holczer+2016_J/ApJS/225/9_table4
1320.01,1.57,2.28,-0.2,Holczer+2016_J/ApJS/225/9_table4
1323.01,2.64,2.62,-0.0,Holczer+2016_J/ApJS/225/9_table4
1325.01,4.53,3.48,-0.0,Holczer+2016_J/ApJS/225/9_table4
1328.01,3.76,2.57,-0.0,Holczer+2016_J/ApJS/225/9_table4
1329.01,14.16,12.95,-0.0,Holczer+2016_J/ApJS/225/9_table4
1331.01,18.55,15.07,-0.0,Holczer+2016_J/ApJS/225/9_table4
1332.01,17.77,15.07,-0.0,Holczer+2016_J/ApJS/225/9_table4
1332.03,19.29,46.30,-3.4,Holczer+2016_J/ApJS/225/9_table4
1335.01,4.11,4.34,-0.1,Holczer+2016_J/ApJS/225/9_table4
1336.01,25.18,26.11,-0.0,Holczer+2016_J/ApJS/225/9_table4
1336.02,27.84,40.71,-0.3,Holczer+2016_J/ApJS/225/9_table4
1336.03,24.10,23.96,-0.0,Holczer+2016_J/ApJS/225/9_table4
1338.02,38.46,46.03,-0.1,Holczer+2016_J/ApJS/225/9_table4
1342.02,19.64,24.52,-0.0,Holczer+2016_J/ApJS/225/9_table4
1353.01,0.64,4.97,-16.,Holczer+2016_J/ApJS/225/9_table4
1353.02,13.88,18.73,-0.1,Holczer+2016_J/ApJS/225/9_table4
1355.01,4.53,7.88,-1.0,Holczer+2016_J/ApJS/225/9_table4
1357.01,15.84,18.07,-0.0,Holczer+2016_J/ApJS/225/9_table4
1358.01,9.01,9.22,-0.0,Holczer+2016_J/ApJS/225/9_table4
1358.02,21.99,17.82,-0.0,Holczer+2016_J/ApJS/225/9_table4
1359.01,8.73,7.61,-0.0,Holczer+2016_J/ApJS/225/9_table4
1359.02,3.43,1.65,-0.0,Holczer+2016_J/ApJS/225/9_table4
1360.01,10.56,14.85,-0.2,Holczer+2016_J/ApJS/225/9_table4
1360.02,14.77,19.21,-0.0,Holczer+2016_J/ApJS/225/9_table4
1361.01,7.46,2.75,-0.0,Holczer+2016_J/ApJS/225/9_table4
1362.01,17.25,13.43,-0.0,Holczer+2016_J/ApJS/225/9_table4
1364.01,22.48,21.06,-0.0,Holczer+2016_J/ApJS/225/9_table4
1364.02,22.14,19.39,-0.0,Holczer+2016_J/ApJS/225/9_table4
1364.03,32.05,28.68,-0.0,Holczer+2016_J/ApJS/225/9_table4
1366.01,13.02,17.52,-0.1,Holczer+2016_J/ApJS/225/9_table4
1366.02,11.97,11.33,-0.0,Holczer+2016_J/ApJS/225/9_table4
1370.01,26.90,26.76,-0.0,Holczer+2016_J/ApJS/225/9_table4
1378.01,20.38,16.85,-0.0,Holczer+2016_J/ApJS/225/9_table4
1379.01,24.78,19.44,0.0,Holczer+2016_J/ApJS/225/9_table4
1387.01,0.21,0.23,-0.0,Holczer+2016_J/ApJS/225/9_table4
